"tuned_measurement","gpu","kernel","time","size","olevel","baseline_measurement","id"
NA,"GTX-980","backprop","-1","default","0",0.998326063156,"baseline"
NA,"GTX-980","backprop","-1","default","0",1.02874803543,"baseline"
NA,"GTX-980","backprop","-1","default","0",1.00542712212,"baseline"
NA,"GTX-980","backprop","-1","default","0",0.997921228409,"baseline"
NA,"GTX-980","backprop","-1","default","0",0.998342037201,"baseline"
NA,"GTX-980","backprop","-1","default","0",1.02058696747,"baseline"
NA,"GTX-980","backprop","-1","default","1",1.02024507523,"baseline"
NA,"GTX-980","backprop","-1","default","1",1.0264518261,"baseline"
NA,"GTX-980","backprop","-1","default","1",1.00215196609,"baseline"
NA,"GTX-980","backprop","-1","default","1",0.992685079575,"baseline"
NA,"GTX-980","backprop","-1","default","1",0.99888086319,"baseline"
NA,"GTX-980","backprop","-1","default","1",1.02834296227,"baseline"
NA,"GTX-980","backprop","-1","default","1",1.02043700218,"baseline"
NA,"GTX-980","backprop","-1","default","1",1.01576399803,"baseline"
NA,"GTX-980","backprop","-1","default","2",1.02519392967,"baseline"
NA,"GTX-980","backprop","-1","default","2",0.994817018509,"baseline"
NA,"GTX-980","backprop","-1","default","2",0.998108863831,"baseline"
NA,"GTX-980","backprop","-1","default","2",1.00876307487,"baseline"
NA,"GTX-980","backprop","-1","default","2",1.031498909,"baseline"
NA,"GTX-980","backprop","-1","default","2",0.998316049576,"baseline"
NA,"GTX-980","backprop","-1","default","2",1.03119707108,"baseline"
NA,"GTX-980","backprop","-1","default","2",0.98423910141,"baseline"
NA,"GTX-980","backprop","-1","default","3",0.984629154205,"baseline"
NA,"GTX-980","backprop","-1","default","3",0.997334003448,"baseline"
NA,"GTX-980","backprop","-1","default","3",1.00156903267,"baseline"
NA,"GTX-980","backprop","-1","default","3",0.993098020554,"baseline"
NA,"GTX-980","backprop","-1","default","3",0.999679088593,"baseline"
NA,"GTX-980","backprop","-1","default","3",1.0044760704,"baseline"
NA,"GTX-980","backprop","-1","default","3",0.981537103653,"baseline"
NA,"GTX-980","backprop","-1","default","3",0.980890989304,"baseline"
NA,"GTX-980","bfs","-1","default","0",0.977598190308,"baseline"
NA,"GTX-980","bfs","-1","default","0",0.946396827698,"baseline"
NA,"GTX-980","bfs","-1","default","0",0.959059000015,"baseline"
NA,"GTX-980","bfs","-1","default","0",0.981863975525,"baseline"
NA,"GTX-980","bfs","-1","default","0",0.982084035873,"baseline"
NA,"GTX-980","bfs","-1","default","0",0.948870182037,"baseline"
NA,"GTX-980","bfs","-1","default","0",0.947500944138,"baseline"
NA,"GTX-980","bfs","-1","default","0",0.975331068039,"baseline"
NA,"GTX-980","bfs","-1","default","1",0.942990064621,"baseline"
NA,"GTX-980","bfs","-1","default","1",0.968863010406,"baseline"
NA,"GTX-980","bfs","-1","default","1",0.975987911224,"baseline"
NA,"GTX-980","bfs","-1","default","1",0.998888015747,"baseline"
NA,"GTX-980","bfs","-1","default","1",0.981642007828,"baseline"
NA,"GTX-980","bfs","-1","default","1",0.965095043182,"baseline"
NA,"GTX-980","bfs","-1","default","1",0.948056936264,"baseline"
NA,"GTX-980","bfs","-1","default","1",0.965596914291,"baseline"
NA,"GTX-980","bfs","-1","default","2",0.94821190834,"baseline"
NA,"GTX-980","bfs","-1","default","2",0.948719024658,"baseline"
NA,"GTX-980","bfs","-1","default","2",0.981365919113,"baseline"
NA,"GTX-980","bfs","-1","default","2",0.95591711998,"baseline"
