"measurement","gpu","kernel","time","size","olevel","id"
0.117688894272,"GTX-680","MatMulShared","3600","512","-1","benchmark"
0.11948800087,"GTX-680","MatMulShared","3600","512","-1","benchmark"
0.120563983917,"GTX-680","MatMulShared","3600","512","-1","benchmark"
0.119684934616,"GTX-680","MatMulShared","3600","512","-1","benchmark"
0.117385864258,"GTX-680","MatMulShared","3600","512","-1","benchmark"
0.124451875687,"GTX-680","MatMulShared","3600","512","-1","benchmark"
0.118755102158,"GTX-680","MatMulShared","3600","512","-1","benchmark"
0.117547035217,"GTX-680","MatMulShared","3600","512","-1","benchmark"
0.11700797081,"GTX-680","MatMulShared","3600","512","-1","benchmark"
0.119618177414,"GTX-680","MatMulShared","3600","512","-1","benchmark"
0.117688894272,"GTX-680","MatMulShared","3600","512","-1","benchmark"
0.117222070694,"GTX-680","MatMulShared","3600","512","-1","benchmark"
0.117743015289,"GTX-680","MatMulShared","3600","512","-1","benchmark"
0.118176937103,"GTX-680","MatMulShared","3600","512","-1","benchmark"
0.116070985794,"GTX-680","MatMulShared","3600","512","-1","benchmark"
0.119029045105,"GTX-680","MatMulShared","3600","512","-1","benchmark"
0.117607116699,"GTX-680","MatMulShared","3600","512","-1","benchmark"
0.118992805481,"GTX-680","MatMulShared","3600","512","-1","benchmark"
0.120364189148,"GTX-680","MatMulShared","3600","512","-1","benchmark"
0.119170188904,"GTX-680","MatMulShared","3600","512","-1","benchmark"
0.119029998779,"GTX-680","MatMulShared","3600","512","-1","benchmark"
0.120772838593,"GTX-680","MatMulShared","3600","512","-1","benchmark"
0.119117021561,"GTX-680","MatMulShared","3600","512","-1","benchmark"
0.1197681427,"GTX-680","MatMulShared","3600","512","-1","benchmark"
0.11819601059,"GTX-680","MatMulShared","3600","512","-1","benchmark"
0.11910200119,"GTX-680","MatMulShared","3600","512","-1","benchmark"
0.119606971741,"GTX-680","MatMulShared","3600","512","-1","benchmark"
0.119878053665,"GTX-680","MatMulShared","3600","512","-1","benchmark"
0.119112968445,"GTX-680","MatMulShared","3600","512","-1","benchmark"
0.118800163269,"GTX-680","MatMulShared","3600","512","-1","benchmark"
0.118519067764,"GTX-680","MatMulShared","3600","512","-1","benchmark"
0.117120027542,"GTX-680","MatMulShared","3600","512","-1","benchmark"
0.120134115219,"GTX-680","MatMulShared","3600","512","-1","benchmark"
0.116023778915,"GTX-680","MatMulShared","3600","512","-1","benchmark"
0.117825984955,"GTX-680","MatMulShared","3600","512","-1","benchmark"
0.11959695816,"GTX-680","MatMulShared","3600","512","-1","benchmark"
0.119634151459,"GTX-680","MatMulShared","3600","512","-1","benchmark"
0.119360923767,"GTX-680","MatMulShared","3600","512","-1","benchmark"
0.323436021805,"GTX-680","MatMulSharedUn","3600","256","-1","benchmark"
0.34885597229,"GTX-680","MatMulSharedUn","3600","256","-1","benchmark"
